127.0.0.1 - - [29/Aug/2026:14:46:05 -0500] "GET / HTTP/1.1" 200 11435
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:39 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:39 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:39 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:39 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:40 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:40 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:40 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:40 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:40 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:40 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:41 -0500] "GET /demo/posts HTTP/1.1" 500 18
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:42 -0500] "GET /demo/posts HTTP/1.1" 500 18
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:42 -0500] "GET /demo/posts HTTP/1.1" 500 18
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:42 -0500] "GET /demo/posts HTTP/1.1" 500 18
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:43 -0500] "GET /demo/posts HTTP/1.1" 500 18
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:43 -0500] "GET /demo/posts HTTP/1.1" 500 18
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:43 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:45 -0500] "GET /demo/authors HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:46 -0500] "GET /demo/authors HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:46 -0500] "GET /demo/authors HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:47 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:47 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:48 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:48 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:22:50 -0500] "GET /demo/posts HTTP/1.1" 200 241
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:27:20 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:19 -0500] "GET /demo/authors HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:20 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:20 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:20 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:20 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:20 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:20 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:20 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:21 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:21 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:21 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:21 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:21 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:21 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:21 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:22 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:22 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:22 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:22 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:22 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:22 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:22 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:23 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:23 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:23 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:23 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:23 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:23 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:24 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:24 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:24 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:24 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:24 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:24 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:25 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:25 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:25 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:25 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:25 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:26 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:26 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:35:26 -0500] "GET /demo/home HTTP/1.1" 404 701
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:36:15 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:36:15 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:36:15 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:36:16 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:36:17 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:36:18 -0500] "GET /demo/posts HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:27 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:27 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:27 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:27 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:27 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:27 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:27 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:28 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:28 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:28 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:28 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:28 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:28 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:28 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:29 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:30 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:30 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:30 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:30 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:32 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:32 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:32 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:32 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:32 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:33 -0500] "GET /demo/createAuthor HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:34 -0500] "GET /demo/createAuthor HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:34 -0500] "GET /demo/createAuthor HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:34 -0500] "GET /demo/createAuthor HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:34 -0500] "GET /demo/createAuthor HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:35 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:35 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:35 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:42 -0500] "GET /demo/createAuthor?name+required=Monohan HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:45 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:46 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:46 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:46:47 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:47:27 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:47:29 -0500] "GET /demo/createAuthor?name+required=Monohan HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:47:35 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:47:39 -0500] "GET /demo/createAuthor?name+required=Monohan HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:47:39 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:00 -0500] "GET /demo/createAuthor?name+required=Monohan HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:00 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:17 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:18 -0500] "GET /demo/createAuthor?name+required=Monohan HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:18 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:22 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:22 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:24 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:48:24 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:01 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:01 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:02 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:03 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:05 -0500] "GET /demo/createAuthor?name+required=Monohan HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:05 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:36 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:36 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:37 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:37 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:37 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:37 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:38 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:38 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:39 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:39 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:40 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:40 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:40 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:40 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:40 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:40 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:42 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:43 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:43 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:43 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:43 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:44 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:45 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:45 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:45 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:45 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:50 -0500] "GET /demo/createAuthor HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:50 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:52 -0500] "GET /demo/createAuthor?name=Global+Automate HTTP/1.1" 200 195
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:49:52 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:04 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:04 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:05 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:05 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:05 -0500] "GET /demo/authors HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:05 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:07 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:50:07 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:52:05 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:52:05 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:52:05 -0500] "GET /demo/home HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Aug/2026:16:52:05 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 744
